#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-11-25T10:51:43 [V7.5.3]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-11-25T10:51:43   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-source=I/355/gaiadr3&-c=M45&-c.rm=120&-c.geom=r&-out=RA_ICRS,DE_ICRS,Gmag,Source&-out.max=5000&Gmag=&lt;14   Full request URL
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.5.3   Software version
#INFO publisher=CDS   Data centre that produced the VOTable
#INFO -c=056.658333+24.178056,rm=120. 
#Constraint Gmag=<14

#RESOURCE=yCat_1355
#Name: I/355
#Title: Gaia DR3 Part 1. Main source (Gaia Collaboration, 2022)
#INFO ivoid=ivo://cds.vizier/i/355     IVOID of underlying data collection     
#INFO creator=Gaia collaboration     First author or institution     
#INFO cites=bibcode:2022yCat.1355....0G     Bibcode of the dataset     
#INFO original_date=2022     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/355     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.1355     Dataset identifier that can be used for citation     
#INFO publication_date=2024-12-12     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Coosys H_2016.000: ICRS     
#Table I_355_gaiadr3:
#Name: I/355/gaiadr3
#Title: Gaia DR3 source catalog (1811709771 sources)
#---Details of Columns:
    RA_ICRS (deg) (F15.11) Right ascension (ICRS) at Ep=2016.0 (ra) [ucd=pos.eq.ra;meta.main]
    DE_ICRS (deg) (F15.11) Declination (ICRS) at Ep=2016.0 (dec) [ucd=pos.eq.dec;meta.main]
    Gmag (mag)    (F9.6)  ? G-band mean magnitude (phot_g_mean_mag) [ucd=phot.mag;em.opt]
    Source        (I19)   Unique source identifier (unique within a particular Data Release) (source_id) [ucd=meta.id;meta.main]
--------------- --------------- --------- -------------------
056.34306892953 +23.20461816527  8.321405   64875450943331200
056.20744335974 +23.25500870532 13.296389   64879299233841920
056.21358052689 +23.26872443224  8.886077   64879402312818944
057.01717493454 +22.73753944509 13.513008   64880669326587904
056.94639453881 +22.75589046014 13.886100   64881257739751936
056.88882544821 +22.76122977193 11.795283   64881463898120320
056.96756132104 +22.76668998114 12.773753   64881670056611712
057.00196815434 +22.80652364206 10.563594   64883284964313472
057.01789019205 +22.85549428281 12.619991   64884109598032128
056.87081894141 +22.80274079566 12.894168   64884792495191168
056.90528734765 +22.82064099508 10.662693   64885037310906752
056.93800508133 +22.82883810500 12.329817   64885106030380800
056.85051767266 +22.88649986766 12.156501   64886514779652736
056.95117718008 +22.84886618109 11.665402   64886583497160832
056.95090823248 +22.84903156675 13.384081   64886583499127936
056.92226778594 +22.88170406790 13.212842   64886961456248320
056.92087179037 +22.92978907694 11.886297   64888129687348736
056.90045180470 +22.92466341490 13.329831   64888164047088512
056.96888129900 +22.94408220861 13.261049   64888370205511680
056.92083446517 +22.94505718839 11.775968   64888572066407936
057.14952558010 +22.88111771243 13.547127   64889023040614272
057.18303283775 +22.96038439768 12.667243   64891325143081344
057.18287806109 +22.98354893827 13.344863   64892184136539776
057.05275581351 +22.93139575907 11.669403   64893214928695296
057.01443373285 +22.94192608592 12.146648   64893451149256448
057.11201051149 +22.99209622245 13.746397   64893902123459200
057.00881344988 +23.00152973244 12.915503   64894486238931840
057.02123897610 +23.00741241312 12.368948   64894520598668672
057.04246546377 +23.00096497860 13.922133   64894829836313472
057.14319345751 +23.02316558030 12.282201   64895512733555328
057.14595168288 +23.04792958895 12.973974   64895615812769536
057.10405772083 +23.03158105742 12.790136   64895723189591296
056.78033141523 +22.87333013749 13.679744   64897784773842432
056.84551303332 +22.92190886968  8.124376   64898368889386624
056.81746868989 +22.92443948750 11.007979   64898536390535296
056.69618219835 +22.91437971648 10.343078   64899017426872960
056.85136123733 +22.97868580875 13.840216   64900258674990464
056.89545767288 +23.00333320234 13.974881   64900705351583616
056.90666285924 +23.02047677337 12.829885   64900842790533760
056.90494201483 +23.03390458322 12.993052   64901598704776576
056.78163573571 +23.06469183704 13.939954   64904691081234048
056.70240918732 +23.08012744544 13.764400   64905618794173568
056.71086176256 +23.08259591155 12.925277   64905653153910144
056.73899893964 +23.09353238295 12.766482   64905721873384448
056.98015951934 +23.02456643689 13.769507   64906512147359744
056.94702901274 +23.05642547640 11.999295   64906851447215360
056.88991283484 +23.08625693098 13.775013   64907852177154176
056.92010581401 +23.11283514908 12.559003   64908367573222784
057.03752869160 +23.13226879246 13.744706   64909054767982848
057.05971496958 +23.17076364662 13.879948   64909501444575616
056.98402732404 +23.19193337346  8.851566   64913143576845184
056.98598190880 +23.19660836348 13.542294   64913143577445632
056.97325423148 +23.21357046799 13.820353   64913212296319744
056.95058643018 +23.21788377590 10.945833   64913452814489216
057.28536958527 +23.10647061698 13.516008   64917094946846592
057.29429950172 +23.12982829381 13.968702   64917301105275136
057.35863904390 +23.11378357710 12.493603   64917713422183040
057.35471312651 +23.15307220711 13.128596   64918675494806272
057.18333729081 +23.13909741071 13.722474   64920702719377024
057.24380099865 +23.20099631153 11.324861   64921458633614976
057.18453284619 +23.19362970236 13.782237   64921561712734720
057.18040532908 +23.19019462777 13.213170   64921561712735232
057.30137654976 +23.22814047452 13.633430   64922283267331968
057.36355905985 +23.22983510011 13.760182   64922455066020864
057.25981898023 +23.25223911266 11.473286   64923279699744256
057.29459114523 +23.26716245861  8.387087   64923520217910144
057.28684554478 +23.26777341641 13.483664   64923692016602368
057.48454517932 +23.19130495991 13.713621   64924069973720960
057.47388333191 +23.18317753005 12.962012   64924069973722368
057.48549182751 +23.21843142395 10.138832   64924413571101952
057.55215397773 +23.29095893674 13.043187   64926543874871552
057.63192565063 +23.30683966109 13.075110   64926853112511872
057.60184975319 +23.31038102579 12.686440   64927024911204608
057.51896895900 +23.32505272467 13.590590   64927677746235904
057.43179504276 +23.27340704711 11.732595   64928536739704320
057.41426344138 +23.28990844525 10.937686   64928605459180416
057.37927820016 +23.27885959853 12.686754   64928669881541248
057.42060476340 +23.34136964836  8.094326   64929391436043264
057.32705177678 +23.30024015356 13.060339   64929739330549760
057.38645295572 +23.38020424005  9.034874   64930495244783616
057.50005102943 +23.41664314371 12.560024   64931487380006016
057.52617345291 +23.43718129760 13.998200   64931629116138880
057.18299036631 +23.25961502031  8.336930   64933759417769984
057.09312224364 +23.26790622852 13.125063   64934377895142912
057.11688600086 +23.30055677555 12.242328   64934893291213952
057.26748769004 +23.33480438735 12.747237   64935958443088896
057.16572892771 +23.29941063873 11.969555   64936125944766208
057.15910168857 +23.31904164451 12.633019   64936370759958656
057.18936995061 +23.33871256339 12.882789   64936508198907904
057.22455279489 +23.33172271624 13.848430   64936645637859968
057.05532818635 +23.25268657574 11.877400   64937191096658688
057.06114586690 +23.35274891855 13.667441   64938947740338688
057.05336908347 +23.35907096830 13.929752   64939016459814912
057.08683198761 +23.42103946373  5.428299   64940906245415808
057.14388698332 +23.43459098862 10.210410   64941211186036352
057.28985968465 +23.37613224197 13.808857   64942040116774784
057.30048773557 +23.40842585386  9.358409   64943208347874560
057.29975857182 +23.45325658791 13.714428   64943620664729088
057.41418476695 +23.44994864379 13.596901   64943998621955200
057.39555500671 +23.45445818900 13.602488   64944170420647296
057.40007299715 +23.46942269870 13.305363   64944273499860992
057.40353243782 +23.48530641783 12.724861   64944651456981504
057.35073731218 +23.47703359382 12.245974   64944956397516672
057.23615166958 +23.45329338627 13.842355   64946197645111168
057.19968084669 +23.42440329059 12.787760   64946232004855552
057.20994565523 +23.49801030887 13.995584   64947675113856768
057.19100190679 +23.52549269555  8.135022   64947984351499776
057.30213951963 +23.49081422828 13.870605   64948156150187392
057.29451328512 +23.52984175896 11.098926   64948465387828736
057.29710087344 +23.55502767463 13.676093   64949427460614016
057.28882699402 +23.57741302572 13.509772   64949874137096064
057.33324969712 +23.59475793466 12.108286   64949938559508096
057.29091940166 +23.61275769081 10.724575   64950183375372160
056.57475891299 +23.09052316598 13.735279   64951901361644288
056.61935169908 +23.10888287601 13.431164   64952141879925376
056.57195186320 +23.11260463475 13.996193   64952348038242432
056.68934034202 +23.09174181276 13.418730   64952554196783488
056.66674719151 +23.11012408117  9.295629   64952829074688896
056.69404106623 +23.13351344567 13.899908   64953000873376256
056.69277434968 +23.15141569148 11.201218   64953069592851328
056.75626071058 +23.13695891552 13.224546   64953241391540992
056.64323762618 +23.13008702169 13.680228   64953653708409344
056.71749654184 +23.21051985187  9.613682   64954443982375680
056.51669519535 +23.11020656422 12.837914   64954856299145472
056.52939780113 +23.13400359776 10.765939   64955199896527232
056.55297221508 +23.12831779769  8.549534   64955302975741312
056.54107277148 +23.13591293569 13.206050   64955371695217920
056.47596579393 +23.14279880914 12.718974   64955955810771840
056.45303174952 +23.14785080337 10.126517   64956123313498368
056.45349543712 +23.14694333292  6.895188   64956127609464320
056.52510189515 +23.21897952270  9.427372   64956849163962368
056.62478163212 +23.18336692521 11.341843   64957089682129536
056.55099228194 +23.20807518742 12.987883   64958051754916608
056.54645103998 +23.25390339258 13.902602   64958532791138432
056.78069149429 +23.22615674412 13.143335   64959662365552384
056.81860935982 +23.25213513424 13.272920   64960113339197056
056.71065598956 +23.23899995196  9.784797   64960628735279232
056.75544169094 +23.26903989224 13.468833   64961075411873280
056.89909813291 +23.28532873233 12.722579   64961517791420544
056.82873981509 +23.31304118932 12.190318   64962651662785152
056.82894158845 +23.33924677486 13.486581   64962892180951936
056.73485715017 +23.30892307419 12.894342   64964202148060928
056.73836362792 +23.35138958181 13.093258   64964614464814336
056.67533130994 +23.34160287791 13.507189   64965267299845632
056.77254289607 +23.43503083445 13.439080   64967500682829952
056.42768305060 +23.20184705247 13.798903   64968359676320384
056.36420474232 +23.25716900748 12.308112   64969523610434048
056.38603212362 +23.26788548256 13.049850   64969562267160448
056.51647681531 +23.30860105441 12.562107   64970661778778240
056.54014188455 +23.30302187131 13.306674   64970971016423040
056.54194518315 +23.33979118006  9.995170   64971177174850304
056.54929212138 +23.35044467063 13.705958   64971211534801920
056.50760208365 +23.32852700032 13.743738   64971795650143232
056.53493394536 +23.34732121230 13.217770   64971933089093760
056.30297704522 +23.29625400646 12.086262   64973479277335552
056.32927687791 +23.34480687913 13.839713   64974063392882304
056.45772739329 +23.34866672080 12.840154   64974681868166656
056.39327409946 +23.35598431256 13.330950   64974883729618432
056.46507247589 +23.43177356856 12.127251   64975609581746048
056.36760362108 +23.39875621646 12.279651   64975948881507712
056.60060678452 +23.32341473939  9.950315   64976743452464128
056.59264149825 +23.34795975315 13.560714   64976846531677824
056.61909777472 +23.38004174081 13.100137   64977190129058432
056.61507267284 +23.37522990941 13.260737   64977190129710720
056.75601002051 +23.49474145128 11.273634   64979732749686016
056.66777638111 +23.49753520642 11.961676   64980278208557696
056.51728508780 +23.40531966532 12.397641   64981137202021376
056.57506229159 +23.48645761045 10.363573   64981931772948480
056.47840017953 +23.45820478258 13.108019   64982271073366912
056.58176505930 +23.52136285472 11.900842   64983649759863680
056.55000395999 +23.57640308364 13.446167   64984921070182144
056.61581566561 +23.59251492433 12.563813   64985127228608128
056.96674957529 +23.37888069562 13.467452   64985986222167424
057.01890801993 +23.38244526186  9.822091   64986226740331648
056.99058939576 +23.42684067283 13.588891   64986600400420864
056.96075649608 +23.40979590889 12.521081   64987188813006592
056.97908394430 +23.43715570023  9.587160   64987356314664192
056.98597648078 +23.43418610495 12.248988   64987360611694080
057.03930972728 +23.44376053682 13.794064   64988150885672064
056.98168495155 +23.46483690975 11.247829   64988906799917056
057.04583326092 +23.50681118381 13.712051   64989490915460608
056.88345317936 +23.45158637517 13.721666   64990178110244352
056.90846714444 +23.46784903103 13.113663   64990586130069504
056.77952913423 +23.48180913311 13.377137   64991380700992896
056.85691754549 +23.54204906523  9.922118   64992067895753600
056.98885213023 +23.58761576261 12.419533   64993163110442112
056.92530593390 +23.54373489994  8.425234   64993270486684416
056.98418766293 +23.59194650988 12.873478   64993923322329472
057.14010831583 +23.54245541796 13.816237   64994782315158528
057.16063174511 +23.54691537864 12.105376   64994949816839424
057.09608711814 +23.57788365515 13.822012   64995881826783360
057.09460868756 +23.59132568564 12.798679   64995950546258560
057.13077894776 +23.61716936731 12.408456   64996392925847296
057.28517916274 +23.63128076986 13.785130   64997221856560128
057.27435575971 +23.65464387543 12.515639   64997320638781184
057.18835160877 +23.64050649640 13.065011   64997836034857472
057.23657702284 +23.66846924153 13.511360   64998321368186240
057.05674880807 +23.57704207185 13.566324   64998768044810368
057.10510514509 +23.63629357102 11.526675   64999420879827200
057.07052147815 +23.63658449526  9.992030   64999588381514496
057.06595442070 +23.65612378429 13.575879   64999661397995904
057.06218937585 +23.65156896551 11.607226   64999661397997312
057.00494743352 +23.64317618504 11.619435   65000035058112768
057.08203525950 +23.72267948803 12.865716   65002337160580608
057.10454917637 +23.75929370374 12.694150   65002856853649152
056.84482006359 +23.55441979110 10.722302   65003818926275328
056.81734865995 +23.57272193103 13.796516   65004093804182016
056.82301700808 +23.59588358922 13.742720   65004196883395840
056.72404434207 +23.58335393181 10.388345   65004712279475712
056.85547159914 +23.63109822554 11.631229   65005807494159360
056.90428209464 +23.60885223829  7.406279   65005880510573696
056.86189019777 +23.67812685242  7.746769   65007083101413888
056.88567687096 +23.67888434685 12.897877   65007117461151488
056.64259145052 +23.62382162573  8.040022   65008698009126528
056.78562001621 +23.71055110418 13.317763   65010175477867776
056.76088664925 +23.70731711835 13.690542   65010209837607040
056.77834370557 +23.71495241088 11.994860   65010239900405504
056.80648230099 +23.71408562078 12.215946   65010549138050944
056.82288526983 +23.72826413912 13.299052   65010686578036736
056.82126025036 +23.72663087130  6.866364   65010690873940480
056.72614484254 +23.73914369111 13.645806   65011309349234048
056.79098846488 +23.78225174817 12.527053   65011824742948224
056.79109574419 +23.78255399500  9.345498   65011824745303808
056.98327892011 +23.69597563806 11.511332   65012164045754752
056.97902293936 +23.68957452792 12.296124   65012168342763776
057.01478438412 +23.73779720565 12.883492   65012718099202432
056.99806770641 +23.72666801688 13.716050   65012889897264128
056.98347808287 +23.74354148748 13.367857   65012958616663936
056.93955709216 +23.72227816053 13.813791   65013199134837248
056.92168447899 +23.74008588097 13.317822   65013474012743936
057.02954428761 +23.73735385693 13.454985   65014195567318016
056.97099867404 +23.79319016183 13.119809   65015501237301504
056.97526069322 +23.82379877577 12.625369   65015604316515072
056.97302930616 +23.81786438693 13.926692   65015604316515840
057.03082718617 +23.86521676922 12.222242   65016257151539328
056.86285989009 +23.74844019192 13.364825   65016428950244736
056.83746288644 +23.80314110025  6.997606   65017627244152064
056.82855431104 +23.80412272526 13.404059   65017631541085952
056.81715564811 +23.81888640477 10.673792   65017837699513216
056.86589752352 +23.88242887933 13.973930   65018486237609856
057.00286475320 +23.87881747336 10.703273   65019177729300864
056.96053843738 +23.90084505673 13.648863   65020174162368512
056.96308227094 +23.90762464040 13.647564   65020208521450496
056.94777831307 +23.90756478706 13.315695   65020242881190528
056.96895425475 +23.94102406851  9.761056   65020414679879296
055.58356759669 +22.73724952220 13.430211   65021376752163968
055.62528978153 +22.74367906123 13.454362   65021445471637888
055.47544665235 +22.76442854318 13.676532   65022201385886208
055.56642286052 +22.78610596163  7.293389   65022510623526272
055.54677319869 +22.79855169326 13.594019   65022785501432960
055.69114996795 +22.81910850564 13.892358   65023507056213376
055.69465693773 +22.84710840971 11.654653   65023919372786304
055.57968138920 +22.81785907464 13.551875   65024091171487616
055.45051389519 +22.78694525080 13.261485   65025431201292288
055.45119032069 +22.82002118888 13.315903   65025637359719936
055.44629077538 +22.85682951098 13.883523   65026839950559744
055.48104110278 +22.86439991894 13.684897   65026908670034304
055.53276035805 +22.86031142617 12.379163   65027591568709504
055.51978348520 +22.85835816894  9.057103   65027595864800000
055.53335388317 +22.86785270810 12.615828   65027625928447616
055.51079642772 +22.87643845198 10.609984   65027664584274560
055.60962925403 +22.89445831917 13.702901   65027905102436608
055.59334278318 +22.91675630798 12.818953   65028283059556736
055.73981540306 +22.88861381409 12.087990   65029966687025408
055.74682843323 +22.90070615627 11.829097   65030344643851776
055.73467887366 +22.90386276085 13.236328   65030409066617600
055.77899564843 +22.95321984823 13.734555   65032062630764928
055.88095124941 +22.98097236319 12.240541   65032406228195584
055.59373286351 +22.97633921806 12.174782   65035116350772864
055.38214863506 +22.94394256296 13.899326   65040171529040384
055.41026220027 +22.98315099147 13.548576   65041717717261952
055.40449453488 +23.01384467433 12.279202   65042095674380416
055.46726949033 +23.04417263575 12.477967   65042576710711040
055.28439753701 +23.04298806742 12.768621   65044775733889920
055.37249135265 +23.03788146353 13.048150   65045325489786240
055.38091314271 +23.06439480053 13.948449   65045428568998528
055.39474014014 +23.09528345940 13.241950   65045943965069056
055.33402426529 +23.05474962646 11.163682   65046047044205184
055.62456414135 +23.06591624530 11.621161   65047833750672000
055.49044777271 +23.06145471464 10.765976   65048280427277056
055.65062030074 +23.12660830945 13.085316   65049551737584512
055.50390164233 +23.18209989907 12.307750   65052575394562816
055.38534473979 +23.16151981666 12.413892   65052953351603456
055.46505085206 +23.17290259269 12.419959   65053189573151744
055.43778749445 +23.20970618578 13.233761   65053537467146368
